,boxcar1,boxcar2,boxcar3,boxcar4
geometric_factor,0.02945898306054771,0.42915557430241563,1.5046290366770907,3.861711172433836
gf_error_up,0.00010152053178396139,0.005274423670045547,0.02690809345579126,0.009937737611898534
gf_error_low,5.888325083307916e-05,0.0036076970271299857,0.018333930535259002,0.007274067266612505
effective_energy,0.0824167766298553,0.5548053304129003,1.6180218235813135,10.6020689668199
